_id,ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
19798,2019,2,Ankara Üniversitesi,20,GAZİOSMANPAŞA,1
19799,2020,1,Gebze Teknik Üniversitesi,20,BAYRAMPAŞA,4
19800,2020,1,Konya Teknik Üniversitesi,18,BAĞCILAR,1
19801,2020,1,Malatya Turgut Özal Üniversitesi,18,GAZİOSMANPAŞA,1
19802,2019,2,İstanbul Yeni Yüzyıl Üniversitesi,21,BAHÇELİEVLER,3
19803,2020,1,Muğla Sıtkı Koçman Üniversitesi,23,BAŞAKŞEHİR,2
19804,2019,1,Mardin Artuklu Üniversitesi,19,ARNAVUTKÖY,1
19805,2020,1,Eskişehir Teknik Üniversitesi,23,PENDİK,1
19806,2019,2,Altınbaş Üniversitesi,23,FATİH,1
19807,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,21,BEŞİKTAŞ,1
19808,2020,1,Yıldız Teknik Üniversitesi,25,ESENLER,5
19809,2019,2,Manisa Celâl Bayar Üniversitesi,23,SULTANBEYLİ,1
19810,2019,2,İzmir Katip Çelebi Üniversitesi,22,ÜSKÜDAR,1
19811,2020,1,Gümüşhane Üniversitesi,23,ESENLER,1
19812,2020,1,Ege Üniversitesi,22,ÇATALCA,1
19813,2020,1,Kırıkkale Üniversitesi,22,BEYKOZ,1
19814,2020,1,Sağlık Bilimleri Üniversitesi,22,ÜMRANİYE,9
19815,2019,2,İstanbul Medeniyet Üniversitesi,25,SANCAKTEPE,1
19816,2019,2,Ordu Üniversitesi,22,KADIKÖY,1
19817,2020,1,Amasya Üniversitesi,19,BAĞCILAR,1
19818,2020,1,İstanbul Medipol Üniversitesi,22,ZEYTİNBURNU,1
19819,2020,1,Atatürk Üniversitesi,23,BAHÇELİEVLER,1
19820,2019,1,Kocaeli Üniversitesi,24,PENDİK,3
19821,2019,1,İstanbul Üniversitesi,19,BAĞCILAR,3
19822,2019,1,İstanbul Teknik Üniversitesi,26,SARIYER,1
19823,2020,1,Akdeniz Üniversitesi,23,SANCAKTEPE,1
19824,2020,1,Hacettepe Üniversitesi,21,TUZLA,1
19825,2019,2,Pamukkale Üniversitesi,20,SULTANGAZİ,2
19826,2020,1,Tokat Gaziosmanpaşa,21,BAHÇELİEVLER,1
19827,2020,1,Recep Tayyip Erdoğan,23,KAĞITHANE,1
19828,2019,1,Fatih Sultan Mehmet Vakıf Üniversitesi,23,BEYOĞLU,1
19829,2019,2,Bandırma Onyedi Eylül,22,KARTAL,3
19830,2020,1,İstanbul Medeniyet Üniversitesi,21,BAĞCILAR,4
19831,2019,1,Özyeğin Üniversitesi,20,ÇEKMEKÖY,1
19832,2020,1,Kütahya Dumlupınar Üniversitesi,25,GAZİOSMANPAŞA,1
19833,2020,1,Biruni Üniversitesi,22,ZEYTİNBURNU,1
19834,2020,1,İstanbul Gelişim Üniversitesi,21,KÜÇÜKÇEKMECE,6
19835,2020,1,Karadeniz Teknik Üniversitesi,22,ESENYURT,4
19836,2020,1,Düzce Üniversitesi,20,BEYKOZ,1
19837,2020,1,Kastamonu Üniversitesi,21,ÜSKÜDAR,1
19838,2019,1,Çankırı Karatekin Üniversitesi,20,ÜSKÜDAR,1
19839,2019,1,Gebze Teknik Üniversitesi,23,TUZLA,1
19840,2020,1,Eskişehir Osmangazi Üniversitesi,19,EYÜPSULTAN,3
19841,2019,2,Bandırma Onyedi Eylül,20,BAŞAKŞEHİR,1
19842,2019,2,Dokuz Eylül Üniversitesi,24,BEYKOZ,1
19843,2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,22,KÜÇÜKÇEKMECE,1
19844,2019,1,Nişantaşı Üniversitesi,19,GAZİOSMANPAŞA,1
19845,2019,2,Düzce Üniversitesi,24,EYÜPSULTAN,1
19846,2019,1,Ondokuz Mayıs Üniversitesi,19,AVCILAR,1
19847,2019,2,Marmara Üniversitesi,22,SULTANGAZİ,7
19848,2020,1,Gümüşhane Üniversitesi,21,TUZLA,1
19849,2020,1,Karabük Üniversitesi,20,ŞİŞLİ,1
19850,2019,2,Bahçeşehir Üniversitesi,23,GÜNGÖREN,1
19851,2020,1,İstanbul Gedik Üniversitesi,21,GAZİOSMANPAŞA,1
19852,2019,1,İstanbul Kültür Üniversitesi,23,ESENLER,1
19853,2019,1,İstanbul Üniversitesi-Cerrahpaşa,19,SULTANGAZİ,1
19854,2019,2,Tekirdağ Namık Kemal,20,EYÜPSULTAN,3
19855,2019,2,Bilecik Şeyh Edebali Üniversitesi,22,BAĞCILAR,3
19856,2020,1,Süleyman Demirel Üniversitesi,18,SARIYER,1
19857,2019,2,Boğaziçi Üniversitesi,25,BEYLİKDÜZÜ,1
19858,2019,2,Altınbaş Üniversitesi,23,BÜYÜKÇEKMECE,1
19859,2020,1,İzmir Katip Çelebi Üniversitesi,20,ATAŞEHİR,1
19860,2019,2,Sakarya Üniversitesi,20,ESENYURT,7
19861,2019,1,Kütahya Dumlupınar Üniversitesi,20,ÜSKÜDAR,1
19862,2020,1,Dokuz Eylül Üniversitesi,21,BAKIRKÖY,1
19863,2020,1,İstanbul Üniversitesi,25,ŞİŞLİ,3
19864,2020,1,Çanakkale Onsekiz Mart Üniversitesi,23,ÜSKÜDAR,2
19865,2020,1,İstanbul Yeni Yüzyıl Üniversitesi,21,BAĞCILAR,1
19866,2020,1,Beykoz Üniversitesi,21,ÜMRANİYE,1
19867,2020,1,Özyeğin Üniversitesi,23,ÇEKMEKÖY,1
19868,2019,2,Tarsus Üniversitesi,22,PENDİK,1
19869,2019,1,İstanbul Üniversitesi,25,BAYRAMPAŞA,3
19870,2020,1,Ankara Yıldırım Beyazıt Üniversitesi,22,BEYOĞLU,1
19871,2020,1,İzmir Bakırçay Üniversitesi,23,BAŞAKŞEHİR,1
19872,2020,1,Bilecik Şeyh Edebali Üniversitesi,25,SULTANGAZİ,1
19873,2019,1,Süleyman Demirel Üniversitesi,21,SULTANGAZİ,1
19874,2020,1,Sağlık Bilimleri Üniversitesi,25,KÜÇÜKÇEKMECE,1
19875,2020,1,Karabük Üniversitesi,21,TUZLA,2
19876,2020,1,Nişantaşı Üniversitesi,22,ARNAVUTKÖY,2
19877,2020,1,Sivas Cumhuriyet Üniversitesi,20,BAHÇELİEVLER,1
19878,2020,1,Artvin Çoruh Üniversitesi,22,BAHÇELİEVLER,2
19879,2020,1,Gümüşhane Üniversitesi,19,KAĞITHANE,1
19880,2019,2,Bolu Abant İzzet Baysal Üniversitesi,20,SULTANBEYLİ,6
19881,2020,1,Kocaeli Üniversitesi,20,SULTANGAZİ,16
19882,2019,2,Trabzon Üniversitesi,22,AVCILAR,2
19883,2019,2,Kocaeli Üniversitesi,23,BEŞİKTAŞ,1
19884,2020,1,Gazi Üniversitesi,24,ESENYURT,1
19885,2019,2,Uşak Üniversitesi,21,SANCAKTEPE,1
19886,2020,1,İstanbul Yeni Yüzyıl Üniversitesi,20,ÜMRANİYE,1
19887,2020,1,Tekirdağ Namık Kemal,21,ÇATALCA,1
19888,2020,1,Karamanoğlu Mehmetbey Üniversitesi,20,BAĞCILAR,1
19889,2019,2,Siirt Üniversitesi,23,BAĞCILAR,1
19890,2019,1,Yıldız Teknik Üniversitesi,22,GÜNGÖREN,5
19891,2019,1,Atatürk Üniversitesi,26,BEYOĞLU,1
19892,2020,1,Kocaeli Üniversitesi,22,BÜYÜKÇEKMECE,3
19893,2020,1,İstanbul Teknik Üniversitesi,23,ESENYURT,1
19894,2019,1,İstanbul Medipol Üniversitesi,22,ESENYURT,1
19895,2019,2,İstanbul Üniversitesi,19,SARIYER,1
19896,2019,2,Beykoz Üniversitesi,21,ÜSKÜDAR,1
19897,2019,2,Bahçeşehir Üniversitesi,21,BAHÇELİEVLER,1
19898,2020,1,Mersin Üniversitesi,19,SULTANBEYLİ,2
19899,2020,1,Bilecik Şeyh Edebali Üniversitesi,19,KARTAL,4
19900,2020,1,Bilecik Şeyh Edebali Üniversitesi,20,KÜÇÜKÇEKMECE,2
19901,2020,1,Gazi Üniversitesi,22,SARIYER,1
19902,2020,1,Zonguldak Bülent Ecevit Üniversitesi,19,TUZLA,2
19903,2019,2,Kırıkkale Üniversitesi,23,ATAŞEHİR,1
19904,2019,1,İstanbul Gelişim Üniversitesi,22,BAYRAMPAŞA,1
19905,2019,2,Kütahya Sağlık Bilimleri Üniversitesi,19,BAHÇELİEVLER,1
19906,2020,1,Sakarya Üniversitesi,22,KARTAL,8
19907,2020,1,İstanbul Medeniyet Üniversitesi,25,SULTANBEYLİ,1
19908,2019,1,Marmara Üniversitesi,21,ATAŞEHİR,12
19909,2019,1,Çanakkale Onsekiz Mart Üniversitesi,19,BEYOĞLU,1
19910,2020,1,Kütahya Dumlupınar Üniversitesi,20,BEYKOZ,2
19911,2020,1,Marmara Üniversitesi,21,KAĞITHANE,17
19912,2020,1,Dokuz Eylül Üniversitesi,22,BEYOĞLU,1
19913,2020,1,Anadolu Üniversitesi,23,ZEYTİNBURNU,1
19914,2020,1,Selçuk Üniversitesi,23,BEYLİKDÜZÜ,1
19915,2019,2,Yıldız Teknik Üniversitesi,20,ARNAVUTKÖY,1
19916,2019,1,Kütahya Dumlupınar Üniversitesi,21,MALTEPE,1
19917,2019,2,Eskişehir Osmangazi Üniversitesi,22,BAŞAKŞEHİR,1
19918,2020,1,Düzce Üniversitesi,18,ESENLER,1
19919,2020,1,İstanbul Aydın Üniversitesi,21,KARTAL,2
19920,2019,1,Isparta Uygulamalı Bilimler Üniversitesi,22,BAĞCILAR,1
19921,2020,1,Muğla Sıtkı Koçman Üniversitesi,23,SULTANGAZİ,1
19922,2020,1,Yıldız Teknik Üniversitesi,19,BEYKOZ,3
19923,2020,1,İstanbul Üniversitesi,24,AVCILAR,3
19924,2019,1,Yalova Üniversitesi,22,BAYRAMPAŞA,1
19925,2019,1,Sakarya Üniversitesi,20,BEYLİKDÜZÜ,1
19926,2019,1,İstanbul Esenyurt Üniversitesi,24,ARNAVUTKÖY,1
19927,2019,2,Manisa Celâl Bayar Üniversitesi,20,KARTAL,1
19928,2019,1,Trakya Üniversitesi,25,BAĞCILAR,3
19929,2019,1,İstanbul Üniversitesi,23,MALTEPE,4
19930,2019,1,Tekirdağ Namık Kemal,23,KAĞITHANE,3
19931,2019,2,Süleyman Demirel Üniversitesi,20,ÜMRANİYE,1
19932,2020,1,Niğde Ömer Halisdemir,22,ESENLER,2
19933,2020,1,Muğla Sıtkı Koçman Üniversitesi,21,ARNAVUTKÖY,3
19934,2020,1,Haliç Üniversitesi,21,GAZİOSMANPAŞA,1
19935,2019,1,Bingöl Üniversitesi,22,SULTANGAZİ,1
19936,2020,1,Düzce Üniversitesi,23,ESENYURT,4
19937,2020,1,Çanakkale Onsekiz Mart Üniversitesi,23,ESENYURT,5
19938,2020,1,İstanbul Aydın Üniversitesi,22,AVCILAR,2
19939,2020,1,Bahçeşehir Üniversitesi,20,BAŞAKŞEHİR,3
19940,2019,1,Recep Tayyip Erdoğan,22,TUZLA,1
19941,2020,1,Sivas Cumhuriyet Üniversitesi,22,GÜNGÖREN,3
19942,2020,1,İstinye Üniversitesi,21,BAKIRKÖY,1
19943,2020,1,İstanbul Üniversitesi-Cerrahpaşa,21,GÜNGÖREN,18
19944,2019,1,Yıldız Teknik Üniversitesi,20,BAHÇELİEVLER,8
19945,2020,1,İstanbul Ayvansaray Üniversitesi,18,SULTANGAZİ,1
19946,2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,21,FATİH,1
19947,2019,1,Galatasaray Üniversitesi,21,ÜMRANİYE,1
19948,2020,1,Erciyes Üniversitesi,21,KÜÇÜKÇEKMECE,1
19949,2020,1,Bingöl Üniversitesi,23,ATAŞEHİR,1
19950,2020,1,Anadolu Üniversitesi,19,MALTEPE,1
19951,2020,1,Sağlık Bilimleri Üniversitesi,24,KARTAL,1
19952,2020,1,İstanbul Okan Üniversitesi,21,KARTAL,1
19953,2019,2,Bolu Abant İzzet Baysal Üniversitesi,20,MALTEPE,1
19954,2019,2,Zonguldak Bülent Ecevit Üniversitesi,21,BEYLİKDÜZÜ,2
19955,2020,1,İstanbul Ticaret Üniversitesi,19,ARNAVUTKÖY,1
19956,2020,1,Nevşehir Hacı Bektaş Veli Üniversitesi,25,ATAŞEHİR,1
19957,2020,1,Beykent Üniversitesi,23,ATAŞEHİR,1
19958,2019,1,Gazi Üniversitesi,19,SARIYER,1
19959,2019,1,Eskişehir Osmangazi Üniversitesi,21,ATAŞEHİR,1
19960,2019,1,Marmara Üniversitesi,20,TUZLA,4
19961,2020,1,Piri Reis Üniversitesi,23,TUZLA,2
19962,2020,1,İstanbul Teknik Üniversitesi,23,ÜSKÜDAR,7
19963,2020,1,Bayburt Üniversitesi,21,ESENYURT,1
19964,2020,1,Kocaeli Üniversitesi,21,SANCAKTEPE,22
19965,2019,2,Bartın Üniversitesi,22,SANCAKTEPE,1
19966,2019,1,Çankırı Karatekin Üniversitesi,21,MALTEPE,1
19967,2019,2,Akdeniz Üniversitesi,21,KÜÇÜKÇEKMECE,1
19968,2019,1,Adıyaman Üniversitesi,21,ATAŞEHİR,1
19969,2019,2,Karabük Üniversitesi,23,KÜÇÜKÇEKMECE,3
19970,2019,1,Marmara Üniversitesi,26,KAĞITHANE,1
19971,2020,1,Recep Tayyip Erdoğan,21,EYÜPSULTAN,2
19972,2020,1,İstanbul Okan Üniversitesi,20,ZEYTİNBURNU,1
19973,2020,1,İstanbul Yeni Yüzyıl Üniversitesi,20,BAŞAKŞEHİR,1
19974,2019,2,İstanbul Medeniyet Üniversitesi,24,SULTANGAZİ,1
19975,2020,1,Marmara Üniversitesi,20,BAKIRKÖY,1
19976,2019,1,Marmara Üniversitesi,24,EYÜPSULTAN,1
19977,2020,1,İstanbul Gedik Üniversitesi,22,PENDİK,3
19978,2019,1,Bolu Abant İzzet Baysal Üniversitesi,19,KÜÇÜKÇEKMECE,1
19979,2020,1,Üsküdar Üniversitesi,18,ATAŞEHİR,1
19980,2020,1,İstanbul Bilgi Üniversitesi,21,KADIKÖY,1
19981,2020,1,Trabzon Üniversitesi,20,TUZLA,2
19982,2020,1,Bursa Uludağ Üniversitesi,22,ÜMRANİYE,3
19983,2019,1,Yalova Üniversitesi,21,GAZİOSMANPAŞA,1
19984,2019,2,Iğdır Üniversitesi,19,BAĞCILAR,1
19985,2020,1,Bandırma Onyedi Eylül,20,ÜSKÜDAR,1
19986,2020,1,İzmir Katip Çelebi Üniversitesi,18,ŞİŞLİ,1
19987,2020,1,Bandırma Onyedi Eylül,21,TUZLA,2
19988,2020,1,Marmara Üniversitesi,23,BAHÇELİEVLER,9
19989,2020,1,Mardin Artuklu Üniversitesi,21,BAHÇELİEVLER,2
19990,2019,1,Isparta Uygulamalı Bilimler Üniversitesi,20,BAYRAMPAŞA,1
19991,2019,1,Sakarya Uygulamalı Bilimler Üniversitesi,22,KÜÇÜKÇEKMECE,1
19992,2019,1,Zonguldak Bülent Ecevit Üniversitesi,21,BÜYÜKÇEKMECE,1
19993,2020,1,İstanbul Kültür Üniversitesi,23,ÜSKÜDAR,1
19994,2020,1,Ankara Yıldırım Beyazıt Üniversitesi,20,SANCAKTEPE,3
19995,2019,1,Trakya Üniversitesi,23,BAYRAMPAŞA,2
19996,2020,1,Bolu Abant İzzet Baysal Üniversitesi,21,KARTAL,6
19997,2020,1,Kayseri Üniversitesi,20,ÜMRANİYE,1
19998,2019,2,Marmara Üniversitesi,21,PENDİK,13
19999,2020,1,Kütahya Dumlupınar Üniversitesi,22,BEYLİKDÜZÜ,2
20000,2019,2,Marmara Üniversitesi,24,KARTAL,2
20001,2019,1,Kocaeli Üniversitesi,20,AVCILAR,2
20002,2019,2,İstanbul Üniversitesi-Cerrahpaşa,20,KARTAL,2
20003,2019,2,Tekirdağ Namık Kemal,22,KAĞITHANE,5
20004,2019,1,Yıldız Teknik Üniversitesi,20,TUZLA,1
20005,2020,1,Sivas Cumhuriyet Üniversitesi,20,TUZLA,1
20006,2019,2,İstanbul Sabahattin Zaim Üniversitesi,23,ESENLER,1
20007,2019,2,Kastamonu Üniversitesi,19,ARNAVUTKÖY,1
20008,2019,2,Marmara Üniversitesi,23,ZEYTİNBURNU,2
20009,2019,1,Marmara Üniversitesi,19,ADALAR,1
20010,2019,1,Bolu Abant İzzet Baysal Üniversitesi,24,BAŞAKŞEHİR,1
20011,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,21,ÇEKMEKÖY,1
20012,2019,2,Bandırma Onyedi Eylül,20,SULTANGAZİ,2
20013,2020,1,Atatürk Üniversitesi,21,KAĞITHANE,1
20014,2019,2,Fırat Üniversitesi,20,GÜNGÖREN,1
20015,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,22,BAŞAKŞEHİR,2
20016,2019,1,Gazi Üniversitesi,23,ATAŞEHİR,1
20017,2019,2,Van Yüzüncü Yıl Üniversitesi,19,BEYLİKDÜZÜ,2
20018,2019,2,Selçuk Üniversitesi,23,GÜNGÖREN,1
20019,2019,2,Nişantaşı Üniversitesi,24,ÜSKÜDAR,1
20020,2019,2,Kırklareli Üniversitesi,20,PENDİK,1
20021,2020,1,İstanbul Aydın Üniversitesi,20,BAĞCILAR,5
20022,2019,2,Manisa Celâl Bayar Üniversitesi,20,FATİH,1
20023,2020,1,Yeditepe Üniversitesi,18,ÜMRANİYE,1
20024,2019,2,Aydın Adnan Menderes,22,GAZİOSMANPAŞA,3
20025,2020,1,Sağlık Bilimleri Üniversitesi,20,GAZİOSMANPAŞA,4
20026,2020,1,Ankara Yıldırım Beyazıt Üniversitesi,21,BÜYÜKÇEKMECE,2
20027,2019,2,Kırklareli Üniversitesi,22,EYÜPSULTAN,3
20028,2020,1,İstanbul Üniversitesi-Cerrahpaşa,24,SARIYER,3
20029,2020,1,Koç Üniversitesi,21,SULTANBEYLİ,1
20030,2019,1,Bilecik Şeyh Edebali Üniversitesi,20,GAZİOSMANPAŞA,1
20031,2019,2,Bezm-İ Âlem Vakıf Üniversitesi,21,ARNAVUTKÖY,1
20032,2019,2,Kocaeli Üniversitesi,19,AVCILAR,1
20033,2020,1,Kırıkkale Üniversitesi,22,BAĞCILAR,1
20034,2020,1,Bandırma Onyedi Eylül,21,BAHÇELİEVLER,4
20035,2019,2,Akdeniz Üniversitesi,24,GAZİOSMANPAŞA,1
20036,2020,1,Trakya Üniversitesi,20,ZEYTİNBURNU,8
20037,2020,1,Balıkesir Üniversitesi,18,KARTAL,2
20038,2020,1,Dokuz Eylül Üniversitesi,22,KAĞITHANE,3
20039,2019,2,Düzce Üniversitesi,22,ÇEKMEKÖY,2
20040,2019,2,İstanbul Teknik Üniversitesi,23,SULTANGAZİ,1
20041,2019,1,İstanbul Üniversitesi-Cerrahpaşa,20,EYÜPSULTAN,3
20042,2019,1,Gaziantep Üniversitesi,22,PENDİK,1
20043,2019,1,Aksaray Üniversitesi,24,BAHÇELİEVLER,2
20044,2019,2,Atatürk Üniversitesi,21,PENDİK,4
20045,2019,1,Atatürk Üniversitesi,22,PENDİK,1
20046,2020,1,İstanbul Medipol Üniversitesi,21,BAŞAKŞEHİR,3
20047,2019,1,Kütahya Sağlık Bilimleri Üniversitesi,20,MALTEPE,1
20048,2019,2,Kırıkkale Üniversitesi,26,SANCAKTEPE,1
20049,2019,2,Üsküdar Üniversitesi,22,GAZİOSMANPAŞA,1
20050,2020,1,Atatürk Üniversitesi,20,BÜYÜKÇEKMECE,4
20051,2020,1,İstanbul Medipol Üniversitesi,18,SULTANBEYLİ,2
20052,2019,1,Balıkesir Üniversitesi,22,BAĞCILAR,2
20053,2020,1,Gaziantep Üniversitesi,24,ARNAVUTKÖY,1
20054,2020,1,Kırklareli Üniversitesi,24,ESENLER,1
20055,2019,1,Çanakkale Onsekiz Mart Üniversitesi,23,ESENLER,1
20056,2019,1,İstanbul Teknik Üniversitesi,21,TUZLA,1
20057,2019,2,İstanbul Kültür Üniversitesi,22,PENDİK,1
20058,2019,1,Eskişehir Osmangazi Üniversitesi,23,SULTANGAZİ,3
20059,2020,1,Erzincan Binali Yıldırım Üniversitesi,20,EYÜPSULTAN,1
20060,2019,1,Haliç Üniversitesi,22,SARIYER,1
20061,2019,1,Bilecik Şeyh Edebali Üniversitesi,22,BAŞAKŞEHİR,1
20062,2020,1,Manisa Celâl Bayar Üniversitesi,19,BAHÇELİEVLER,2
20063,2019,2,Tekirdağ Namık Kemal,21,BÜYÜKÇEKMECE,2
20064,2019,2,Ankara Hacı Bayram Veli Üniversitesi,19,SULTANGAZİ,1
20065,2019,2,Bingöl Üniversitesi,21,ÜMRANİYE,1
20066,2019,1,Yıldız Teknik Üniversitesi,20,ŞİLE,1
20067,2019,2,İstanbul Gedik Üniversitesi,23,ÜSKÜDAR,1
20068,2019,2,Gebze Teknik Üniversitesi,23,ATAŞEHİR,1
20069,2020,1,Marmara Üniversitesi,23,TUZLA,5
20070,2019,1,Bandırma Onyedi Eylül,20,ÇEKMEKÖY,1
20071,2019,1,Karabük Üniversitesi,21,BAŞAKŞEHİR,1
20072,2020,1,Düzce Üniversitesi,18,BAYRAMPAŞA,1
20073,2020,1,İstanbul Ayvansaray Üniversitesi,19,SANCAKTEPE,2
20074,2020,1,Çankırı Karatekin Üniversitesi,21,FATİH,1
20075,2020,1,Boğaziçi Üniversitesi,19,SANCAKTEPE,1
20076,2020,1,Ege Üniversitesi,20,ÜSKÜDAR,1
20077,2019,1,Hitit Üniversitesi,21,ESENLER,1
20078,2019,2,İstanbul Üniversitesi,24,GÜNGÖREN,2
20079,2020,1,Ankara Üniversitesi,21,KAĞITHANE,1
20080,2020,1,Manisa Celâl Bayar Üniversitesi,20,ARNAVUTKÖY,2
20081,2019,2,Karabük Üniversitesi,20,ÜMRANİYE,4
20082,2019,1,Orta Doğu Teknik Üniversitesi,21,ÜMRANİYE,1
20083,2019,1,Ordu Üniversitesi,22,SULTANBEYLİ,1
20084,2020,1,İstanbul Medipol Üniversitesi,20,BAYRAMPAŞA,2
20085,2019,2,Çanakkale Onsekiz Mart Üniversitesi,23,SULTANGAZİ,1
20086,2020,1,Erzincan Binali Yıldırım Üniversitesi,18,PENDİK,1
20087,2019,1,Mardin Artuklu Üniversitesi,20,PENDİK,1
20088,2019,2,Kocaeli Üniversitesi,22,GAZİOSMANPAŞA,5
20089,2019,2,İzmir Bakırçay Üniversitesi,20,EYÜPSULTAN,1
20090,2019,2,Ege Üniversitesi,21,SANCAKTEPE,3
20091,2019,2,İstanbul Rumeli Üniversitesi,23,ÜMRANİYE,1
20092,2020,1,Bartın Üniversitesi,22,SULTANBEYLİ,2
20093,2019,2,Kastamonu Üniversitesi,20,PENDİK,1
20094,2020,1,Karabük Üniversitesi,21,BAHÇELİEVLER,2
20095,2020,1,İstanbul Teknik Üniversitesi,22,BEYLİKDÜZÜ,6
20096,2020,1,Beykent Üniversitesi,19,FATİH,1
20097,2020,1,Bilecik Şeyh Edebali Üniversitesi,20,AVCILAR,1
20098,2019,1,Doğuş Üniversitesi,21,BAĞCILAR,2
20099,2020,1,Yakın Doğu Üniversitesi,22,ESENLER,1
20100,2019,1,Bursa Uludağ Üniversitesi,22,AVCILAR,2
20101,2019,2,Erciyes Üniversitesi,21,ESENLER,3
20102,2019,1,Düzce Üniversitesi,21,TUZLA,1
20103,2019,1,Üsküdar Üniversitesi,25,ÜMRANİYE,1
20104,2019,1,Erciyes Üniversitesi,26,BEYLİKDÜZÜ,1
20105,2020,1,Kütahya Dumlupınar Üniversitesi,22,AVCILAR,1
20106,2019,1,Trabzon Üniversitesi,23,KAĞITHANE,1
20107,2019,2,Kırşehir Ahi Evran Üniversitesi,20,PENDİK,1
20108,2019,1,Bartın Üniversitesi,23,BAĞCILAR,1
20109,2019,2,Iğdır Üniversitesi,21,BEYLİKDÜZÜ,1
20110,2020,1,Yıldız Teknik Üniversitesi,21,BEYLİKDÜZÜ,11
20111,2020,1,Kütahya Dumlupınar Üniversitesi,19,ÜMRANİYE,5
20112,2020,1,Aydın Adnan Menderes,23,BEYOĞLU,1
20113,2019,1,Afyon Kocatepe Üniversitesi,20,ESENYURT,1
20114,2019,1,Kırklareli Üniversitesi,20,ATAŞEHİR,1
20115,2019,2,İstanbul Medeniyet Üniversitesi,19,KAĞITHANE,2
20116,2019,2,Üsküdar Üniversitesi,21,SULTANBEYLİ,2
20117,2020,1,İstanbul Yeni Yüzyıl Üniversitesi,18,GAZİOSMANPAŞA,1
20118,2020,1,Bezm-İ Âlem Vakıf Üniversitesi,18,ESENLER,1
20119,2020,1,İstinye Üniversitesi,19,SULTANGAZİ,1
20120,2020,1,Çankırı Karatekin Üniversitesi,19,ÜMRANİYE,1
20121,2020,1,İstanbul Medipol Üniversitesi,19,GAZİOSMANPAŞA,1
20122,2020,1,Boğaziçi Üniversitesi,23,BAHÇELİEVLER,2
20123,2020,1,İstanbul Arel Üniversitesi,20,ZEYTİNBURNU,3
20124,2020,1,Bursa Uludağ Üniversitesi,24,KARTAL,1
20125,2019,2,Karadeniz Teknik Üniversitesi,23,EYÜPSULTAN,1
20126,2020,1,Fatih Sultan Mehmet Vakıf Üniversitesi,22,GÜNGÖREN,1
20127,2020,1,İstanbul Ayvansaray Üniversitesi,19,EYÜPSULTAN,1
20128,2019,1,Kocaeli Üniversitesi,19,KARTAL,3
20129,2019,1,Amasya Üniversitesi,20,BAHÇELİEVLER,1
20130,2019,1,Atatürk Üniversitesi,24,SANCAKTEPE,1
20131,2019,1,Karabük Üniversitesi,20,ÇEKMEKÖY,1
20132,2020,1,Kocaeli Üniversitesi,22,FATİH,6
20133,2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,22,ÇEKMEKÖY,1
20134,2019,2,Ankara Hacı Bayram Veli Üniversitesi,19,ÜMRANİYE,1
20135,2019,2,Düzce Üniversitesi,21,ATAŞEHİR,2
20136,2019,2,Sivas Cumhuriyet Üniversitesi,22,KÜÇÜKÇEKMECE,2
20137,2020,1,İstanbul Medipol Üniversitesi,22,BEYKOZ,4
20138,2020,1,Kastamonu Üniversitesi,21,ESENYURT,5
20139,2019,2,Amasya Üniversitesi,25,BEYOĞLU,1
20140,2020,1,Erzincan Binali Yıldırım Üniversitesi,20,SANCAKTEPE,1
20141,2020,1,Zonguldak Bülent Ecevit Üniversitesi,25,BEYOĞLU,1
20142,2019,2,İzmir Katip Çelebi Üniversitesi,21,AVCILAR,1
20143,2019,2,Bursa Uludağ Üniversitesi,21,BEYLİKDÜZÜ,5
20144,2020,1,Bursa Uludağ Üniversitesi,21,PENDİK,4
20145,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,GAZİOSMANPAŞA,1
20146,2020,1,Kırklareli Üniversitesi,21,ESENYURT,17
20147,2019,2,İstanbul Medeniyet Üniversitesi,23,GÜNGÖREN,1
20148,2019,1,Akdeniz Üniversitesi,19,BAŞAKŞEHİR,1
20149,2019,2,İstanbul Üniversitesi,21,ÜSKÜDAR,5
20150,2020,1,Beykent Üniversitesi,19,BÜYÜKÇEKMECE,1
20151,2020,1,Trakya Üniversitesi,19,BAŞAKŞEHİR,5
20152,2020,1,Zonguldak Bülent Ecevit Üniversitesi,23,SANCAKTEPE,3
20153,2019,1,Kocaeli Üniversitesi,21,ŞİŞLİ,1
20154,2019,1,Beykoz Üniversitesi,19,BEYKOZ,1
20155,2020,1,Çankırı Karatekin Üniversitesi,20,BAĞCILAR,2
20156,2020,1,Kütahya Sağlık Bilimleri Üniversitesi,19,BAĞCILAR,1
20157,2020,1,Nişantaşı Üniversitesi,18,KARTAL,1
20158,2020,1,Bolu Abant İzzet Baysal Üniversitesi,19,ÜMRANİYE,4
20159,2019,1,İstanbul Sabahattin Zaim Üniversitesi,20,BEYLİKDÜZÜ,1
